year,party,party_id,row_idx,ground_truth,gemma_top1,gemma_ranked,gemma_correct,gemma_top3,berta_top1,berta_ranked,gold_spektrum,gemma_spektrum,berta_spektrum,spektrum_gleich
199809,PDS,41221,748,506,503,"[""503"", ""604"", ""506""]",False,True,607,"[""607"", ""506"", ""604""]",NEUTRAL,NEUTRAL,GAL,True
199809,PDS,41221,163,701,0,"[""0"", ""107"", ""108""]",False,False,305,"[""305"", ""606"", ""108""]",LEFT,NEUTRAL,NEUTRAL,False
199809,PDS,41221,592,303,202,"[""202"", ""303"", ""305""]",False,True,202,"[""202"", ""303"", ""301""]",RIGHT,GAL,GAL,False
199809,PDS,41221,39,503,503,"[""503"", ""202"", ""0""]",True,True,503,"[""503"", ""202"", ""504""]",NEUTRAL,NEUTRAL,NEUTRAL,True
199809,PDS,41221,864,503,107,"[""107"", ""503"", ""0""]",False,True,107,"[""107"", ""503"", ""103""]",NEUTRAL,GAL,GAL,False
199809,PDS,41221,633,701,701,"[""701"", ""405"", ""0""]",True,True,701,"[""701"", ""405"", ""202""]",LEFT,LEFT,LEFT,True
199809,PDS,41221,600,202,202,"[""202"", ""303"", ""201""]",True,True,202,"[""202"", ""201"", ""303""]",GAL,GAL,GAL,True
199809,PDS,41221,162,701,108,"[""108"", ""701"", ""107""]",False,True,108,"[""108"", ""405"", ""606""]",LEFT,GAL,GAL,False
199809,PDS,41221,468,504,504,"[""504"", ""503"", ""0""]",True,True,504,"[""504"", ""503"", ""506""]",LEFT,LEFT,LEFT,True
199809,PDS,41221,140,706,504,"[""504"", ""409"", ""0""]",False,False,706,"[""706"", ""503"", ""504""]",GAL,LEFT,GAL,False
199809,PDS,41221,45,606,503,"[""503"", ""0"", ""305""]",False,False,503,"[""503"", ""606"", ""305""]",NEUTRAL,NEUTRAL,NEUTRAL,True
199809,PDS,41221,337,416,416,"[""416"", ""501"", ""403""]",True,True,416,"[""416"", ""501"", ""411""]",GAL,GAL,GAL,True
199809,PDS,41221,397,410,503,"[""503"", ""504"", ""0""]",False,False,501,"[""501"", ""504"", ""416""]",NEUTRAL,NEUTRAL,GAL,True
199809,PDS,41221,906,105,105,"[""105"", ""416"", ""106""]",True,True,105,"[""105"", ""104"", ""106""]",GAL,GAL,GAL,True
199809,PDS,41221,390,410,408,"[""408"", ""410"", ""0""]",False,True,410,"[""410"", ""408"", ""411""]",NEUTRAL,NEUTRAL,NEUTRAL,True
199809,PDS,41221,836,501,501,"[""501"", ""416"", ""0""]",True,True,501,"[""501"", ""416"", ""107""]",GAL,GAL,GAL,True
199809,PDS,41221,739,506,506,"[""506"", ""411"", ""503""]",True,True,411,"[""411"", ""506"", ""503""]",NEUTRAL,NEUTRAL,NEUTRAL,True
199809,PDS,41221,271,504,504,"[""504"", ""606"", ""107""]",True,True,504,"[""504"", ""606"", ""503""]",LEFT,LEFT,LEFT,True
199809,PDS,41221,722,403,403,"[""403"", ""502"", ""506""]",True,True,502,"[""502"", ""403"", ""506""]",LEFT,LEFT,NEUTRAL,True
199809,PDS,41221,110,202,202,"[""202"", ""108"", ""0""]",True,True,202,"[""202"", ""108"", ""110""]",GAL,GAL,GAL,True
199809,PDS,41221,385,503,503,"[""503"", ""701"", ""0""]",True,True,503,"[""503"", ""706"", ""701""]",NEUTRAL,NEUTRAL,NEUTRAL,True
199809,PDS,41221,608,303,304,"[""304"", ""503"", ""303""]",False,True,304,"[""304"", ""303"", ""503""]",RIGHT,NEUTRAL,NEUTRAL,False
199809,PDS,41221,444,706,605,"[""605"", ""503"", ""504""]",False,False,706,"[""706"", ""605"", ""606""]",GAL,TAN,GAL,False
199809,PDS,41221,673,201,201,"[""201"", ""601"", ""0""]",True,True,201,"[""201"", ""705"", ""503""]",GAL,GAL,GAL,True
199809,PDS,41221,943,701,701,"[""701"", ""201"", ""606""]",True,True,701,"[""701"", ""108"", ""201""]",LEFT,LEFT,LEFT,True
199809,PDS,41221,257,504,503,"[""503"", ""504"", ""201""]",False,True,504,"[""504"", ""503"", ""706""]",LEFT,NEUTRAL,LEFT,False
199809,PDS,41221,178,504,701,"[""701"", ""503"", ""0""]",False,False,702,"[""702"", ""706"", ""701""]",LEFT,LEFT,RIGHT,True
199809,PDS,41221,193,502,502,"[""502"", ""301"", ""0""]",True,True,502,"[""502"", ""501"", ""703""]",NEUTRAL,NEUTRAL,NEUTRAL,True
199809,PDS,41221,450,706,504,"[""504"", ""506"", ""303""]",False,False,706,"[""706"", ""504"", ""506""]",GAL,LEFT,GAL,False
199809,PDS,41221,28,202,606,"[""606"", ""202"", ""305""]",False,True,202,"[""202"", ""606"", ""415""]",GAL,NEUTRAL,GAL,False
199809,PDS,41221,195,413,413,"[""413"", ""501"", ""703""]",True,True,703,"[""703"", ""413"", ""501""]",LEFT,LEFT,NEUTRAL,True
199809,PDS,41221,363,503,503,"[""503"", ""701"", ""403""]",True,True,503,"[""503"", ""403"", ""408""]",NEUTRAL,NEUTRAL,NEUTRAL,True
199809,PDS,41221,449,503,503,"[""503"", ""606"", ""0""]",True,True,503,"[""503"", ""606"", ""706""]",NEUTRAL,NEUTRAL,NEUTRAL,True
199809,PDS,41221,895,602,601,"[""601"", ""202"", ""605""]",False,False,601,"[""601"", ""604"", ""602""]",GAL,TAN,TAN,False
199809,PDS,41221,270,504,503,"[""503"", ""504"", ""0""]",False,True,504,"[""504"", ""503"", ""706""]",LEFT,NEUTRAL,LEFT,False
199809,PDS,41221,291,701,701,"[""701"", ""503"", ""0""]",True,True,705,"[""705"", ""503"", ""504""]",LEFT,LEFT,GAL,True
199809,PDS,41221,175,408,301,"[""301"", ""411"", ""410""]",False,False,301,"[""301"", ""303"", ""410""]",NEUTRAL,NEUTRAL,NEUTRAL,True
199809,PDS,41221,759,705,506,"[""506"", ""504"", ""411""]",False,False,506,"[""506"", ""503"", ""705""]",GAL,NEUTRAL,NEUTRAL,False
199809,PDS,41221,115,0,0,"[""0"", ""202"", ""303""]",True,True,305,"[""305"", ""201"", ""601""]",NEUTRAL,NEUTRAL,NEUTRAL,True
199809,PDS,41221,418,503,503,"[""503"", ""201"", ""202""]",True,True,503,"[""503"", ""706"", ""202""]",NEUTRAL,NEUTRAL,NEUTRAL,True
199809,PDS,41221,42,503,305,"[""305"", ""605"", ""0""]",False,False,305,"[""305"", ""503"", ""504""]",NEUTRAL,NEUTRAL,NEUTRAL,True
199809,PDS,41221,512,201,607,"[""607"", ""503"", ""201""]",False,True,607,"[""607"", ""201"", ""705""]",GAL,GAL,GAL,True
199809,PDS,41221,242,701,415,"[""415"", ""408"", ""701""]",False,True,415,"[""415"", ""504"", ""701""]",LEFT,LEFT,LEFT,True
199809,PDS,41221,217,503,701,"[""701"", ""503"", ""408""]",False,True,701,"[""701"", ""504"", ""503""]",NEUTRAL,LEFT,LEFT,False
199809,PDS,41221,502,201,201,"[""201"", ""0"", ""601""]",True,True,201,"[""201"", ""705"", ""305""]",GAL,GAL,GAL,True
199809,PDS,41221,381,503,503,"[""503"", ""0"", ""504""]",True,True,503,"[""503"", ""706"", ""108""]",NEUTRAL,NEUTRAL,NEUTRAL,True
199809,PDS,41221,334,501,411,"[""411"", ""414"", ""416""]",False,False,501,"[""501"", ""411"", ""416""]",GAL,NEUTRAL,GAL,False
199809,PDS,41221,248,503,503,"[""503"", ""504"", ""0""]",True,True,503,"[""503"", ""504"", ""403""]",NEUTRAL,NEUTRAL,NEUTRAL,True
199809,SPD,41320,268,701,108,"[""108"", ""701"", ""202""]",False,True,701,"[""701"", ""405"", ""202""]",LEFT,GAL,LEFT,False
199809,SPD,41320,45,601,701,"[""701"", ""410"", ""601""]",False,True,601,"[""601"", ""701"", ""410""]",TAN,LEFT,TAN,False
199809,SPD,41320,790,606,606,"[""606"", ""706"", ""0""]",True,True,606,"[""606"", ""706"", ""504""]",NEUTRAL,NEUTRAL,NEUTRAL,True
199809,SPD,41320,235,402,701,"[""701"", ""503"", ""401""]",False,False,402,"[""402"", ""701"", ""303""]",RIGHT,LEFT,RIGHT,False
199809,SPD,41320,478,405,701,"[""701"", ""503"", ""301""]",False,False,701,"[""701"", ""301"", ""408""]",LEFT,LEFT,LEFT,True
199809,SPD,41320,393,701,503,"[""503"", ""408"", ""504""]",False,False,701,"[""701"", ""601"", ""408""]",LEFT,NEUTRAL,LEFT,False
199809,SPD,41320,334,402,402,"[""402"", ""410"", ""401""]",True,True,402,"[""402"", ""403"", ""303""]",RIGHT,RIGHT,RIGHT,True
199809,SPD,41320,1033,107,107,"[""107"", ""108"", ""305""]",True,True,108,"[""108"", ""107"", ""305""]",GAL,GAL,GAL,True
199809,SPD,41320,97,606,606,"[""606"", ""305"", ""0""]",True,True,601,"[""601"", ""704"", ""606""]",NEUTRAL,NEUTRAL,TAN,True
199809,SPD,41320,919,605,605,"[""605"", ""303"", ""0""]",True,True,302,"[""302"", ""605"", ""413""]",TAN,TAN,NEUTRAL,True
199809,SPD,41320,1136,305,305,"[""305"", ""0"", ""202""]",True,True,305,"[""305"", ""202"", ""601""]",NEUTRAL,NEUTRAL,NEUTRAL,True
199809,SPD,41320,419,410,503,"[""503"", ""410"", ""301""]",False,True,410,"[""410"", ""408"", ""301""]",NEUTRAL,NEUTRAL,NEUTRAL,True
199809,SPD,41320,768,506,506,"[""506"", ""411"", ""0""]",True,True,506,"[""506"", ""411"", ""303""]",NEUTRAL,NEUTRAL,NEUTRAL,True
199809,SPD,41320,611,504,504,"[""504"", ""408"", ""503""]",True,True,504,"[""504"", ""411"", ""503""]",LEFT,LEFT,LEFT,True
199809,SPD,41320,479,405,701,"[""701"", ""408"", ""405""]",False,True,701,"[""701"", ""405"", ""702""]",LEFT,LEFT,LEFT,True
199809,SPD,41320,813,605,605,"[""605"", ""504"", ""706""]",True,True,706,"[""706"", ""504"", ""605""]",TAN,TAN,GAL,True
199809,SPD,41320,1005,605,605,"[""605"", ""0"", ""107""]",True,True,605,"[""605"", ""201"", ""104""]",TAN,TAN,TAN,True
199809,SPD,41320,643,603,603,"[""603"", ""504"", ""503""]",True,True,603,"[""603"", ""504"", ""503""]",TAN,TAN,TAN,True
199809,SPD,41320,397,701,701,"[""701"", ""410"", ""408""]",True,True,701,"[""701"", ""408"", ""410""]",LEFT,LEFT,LEFT,True
199809,SPD,41320,1119,408,301,"[""301"", ""105"", ""408""]",False,True,104,"[""104"", ""105"", ""107""]",NEUTRAL,NEUTRAL,TAN,True
199809,SPD,41320,49,701,701,"[""701"", ""503"", ""408""]",True,True,701,"[""701"", ""503"", ""408""]",LEFT,LEFT,LEFT,True
199809,SPD,41320,148,506,506,"[""506"", ""411"", ""408""]",True,True,411,"[""411"", ""506"", ""305""]",NEUTRAL,NEUTRAL,NEUTRAL,True
199809,SPD,41320,1048,202,202,"[""202"", ""0"", ""201""]",True,True,202,"[""202"", ""108"", ""201""]",GAL,GAL,GAL,True
199809,SPD,41320,311,504,603,"[""603"", ""504"", ""503""]",False,True,402,"[""402"", ""701"", ""603""]",LEFT,TAN,RIGHT,False
199809,SPD,41320,219,402,401,"[""401"", ""410"", ""0""]",False,False,402,"[""402"", ""410"", ""411""]",RIGHT,RIGHT,RIGHT,True
199809,SPD,41320,697,503,604,"[""604"", ""605"", ""0""]",False,False,503,"[""503"", ""706"", ""504""]",NEUTRAL,GAL,NEUTRAL,False
199809,SPD,41320,316,303,303,"[""303"", ""301"", ""0""]",True,True,402,"[""402"", ""303"", ""408""]",RIGHT,RIGHT,RIGHT,True
199809,SPD,41320,62,503,503,"[""503"", ""202"", ""408""]",True,True,503,"[""503"", ""606"", ""202""]",NEUTRAL,NEUTRAL,NEUTRAL,True
199809,SPD,41320,140,402,402,"[""402"", ""401"", ""408""]",True,True,402,"[""402"", ""403"", ""401""]",RIGHT,RIGHT,RIGHT,True
199809,SPD,41320,716,706,202,"[""202"", ""706"", ""503""]",False,True,706,"[""706"", ""202"", ""503""]",GAL,GAL,GAL,True
199809,SPD,41320,520,504,504,"[""504"", ""0"", ""503""]",True,True,504,"[""504"", ""701"", ""305""]",LEFT,LEFT,LEFT,True
199809,SPD,41320,412,410,503,"[""503"", ""301"", ""0""]",False,False,503,"[""503"", ""301"", ""606""]",NEUTRAL,NEUTRAL,NEUTRAL,True
199809,SPD,41320,870,408,501,"[""501"", ""408"", ""0""]",False,True,501,"[""501"", ""416"", ""411""]",NEUTRAL,GAL,GAL,False
199809,SPD,41320,936,202,202,"[""202"", ""606"", ""0""]",True,True,202,"[""202"", ""606"", ""301""]",GAL,GAL,GAL,True
199809,SPD,41320,376,410,410,"[""410"", ""701"", ""408""]",True,True,410,"[""410"", ""414"", ""701""]",NEUTRAL,NEUTRAL,NEUTRAL,True
199809,SPD,41320,522,504,504,"[""504"", ""706"", ""0""]",True,True,504,"[""504"", ""701"", ""706""]",LEFT,LEFT,LEFT,True
199809,SPD,41320,728,403,411,"[""411"", ""403"", ""701""]",False,True,403,"[""403"", ""303"", ""503""]",LEFT,NEUTRAL,LEFT,False
199809,SPD,41320,614,408,403,"[""403"", ""504"", ""305""]",False,False,504,"[""504"", ""403"", ""503""]",NEUTRAL,LEFT,LEFT,False
199809,SPD,41320,1118,105,105,"[""105"", ""106"", ""107""]",True,True,105,"[""105"", ""106"", ""104""]",GAL,GAL,GAL,True
199809,SPD,41320,461,402,411,"[""411"", ""407"", ""301""]",False,False,410,"[""410"", ""406"", ""407""]",RIGHT,NEUTRAL,NEUTRAL,False
199809,SPD,41320,1074,301,301,"[""301"", ""303"", ""401""]",True,True,110,"[""110"", ""301"", ""303""]",NEUTRAL,NEUTRAL,TAN,True
199809,SPD,41320,692,605,605,"[""605"", ""201"", ""0""]",True,True,605,"[""605"", ""706"", ""503""]",TAN,TAN,TAN,True
199809,SPD,41320,232,701,701,"[""701"", ""504"", ""0""]",True,True,701,"[""701"", ""410"", ""402""]",LEFT,LEFT,LEFT,True
199809,SPD,41320,303,403,403,"[""403"", ""401"", ""201""]",True,True,403,"[""403"", ""401"", ""201""]",LEFT,LEFT,LEFT,True
199809,SPD,41320,69,701,701,"[""701"", ""410"", ""416""]",True,True,416,"[""416"", ""410"", ""701""]",LEFT,LEFT,GAL,True
199809,SPD,41320,847,501,501,"[""501"", ""403"", ""303""]",True,True,501,"[""501"", ""303"", ""403""]",GAL,GAL,GAL,True
199809,SPD,41320,1103,107,107,"[""107"", ""503"", ""0""]",True,True,107,"[""107"", ""106"", ""101""]",GAL,GAL,GAL,True
199809,SPD,41320,19,305,305,"[""305"", ""302"", ""0""]",True,True,305,"[""305"", ""303"", ""302""]",NEUTRAL,NEUTRAL,NEUTRAL,True
199809,SPD,41320,624,608,601,"[""601"", ""605"", ""109""]",False,False,601,"[""601"", ""605"", ""608""]",TAN,TAN,TAN,True
199809,SPD,41320,959,502,602,"[""602"", ""502"", ""0""]",False,True,502,"[""502"", ""601"", ""202""]",NEUTRAL,GAL,NEUTRAL,False
199809,SPD,41320,645,603,603,"[""603"", ""504"", ""503""]",True,True,504,"[""504"", ""503"", ""603""]",TAN,TAN,LEFT,True
199809,SPD,41320,822,501,701,"[""701"", ""416"", ""501""]",False,True,416,"[""416"", ""501"", ""701""]",GAL,LEFT,GAL,False
199809,SPD,41320,859,404,403,"[""403"", ""416"", ""501""]",False,False,416,"[""416"", ""501"", ""408""]",LEFT,LEFT,GAL,True
199809,SPD,41320,884,408,401,"[""401"", ""501"", ""601""]",False,False,501,"[""501"", ""416"", ""406""]",NEUTRAL,RIGHT,GAL,False
199809,SPD,41320,879,403,416,"[""416"", ""503"", ""403""]",False,True,416,"[""416"", ""501"", ""403""]",LEFT,GAL,GAL,False
199809,SPD,41320,803,504,701,"[""701"", ""504"", ""503""]",False,True,504,"[""504"", ""701"", ""305""]",LEFT,LEFT,LEFT,True
199809,SPD,41320,239,504,504,"[""504"", ""503"", ""0""]",True,True,504,"[""504"", ""701"", ""411""]",LEFT,LEFT,LEFT,True
199809,SPD,41320,434,411,411,"[""411"", ""410"", ""408""]",True,True,411,"[""411"", ""410"", ""506""]",NEUTRAL,NEUTRAL,NEUTRAL,True
199809,SPD,41320,516,505,504,"[""504"", ""0"", ""403""]",False,False,504,"[""504"", ""701"", ""505""]",RIGHT,LEFT,LEFT,False
199809,SPD,41320,1133,106,107,"[""107"", ""104"", ""106""]",False,True,107,"[""107"", ""104"", ""106""]",GAL,GAL,GAL,True
199809,SPD,41320,796,701,701,"[""701"", ""401"", ""303""]",True,True,706,"[""706"", ""701"", ""505""]",LEFT,LEFT,GAL,True
199809,SPD,41320,395,701,701,"[""701"", ""410"", ""504""]",True,True,701,"[""701"", ""408"", ""410""]",LEFT,LEFT,LEFT,True
199809,SPD,41320,748,607,607,"[""607"", ""606"", ""503""]",True,True,705,"[""705"", ""607"", ""706""]",GAL,GAL,GAL,True
199809,SPD,41320,1104,416,416,"[""416"", ""107"", ""401""]",True,True,416,"[""416"", ""107"", ""501""]",GAL,GAL,GAL,True
199809,SPD,41320,795,701,201,"[""201"", ""503"", ""504""]",False,False,706,"[""706"", ""701"", ""504""]",LEFT,GAL,GAL,False
199809,SPD,41320,1011,605,605,"[""605"", ""0"", ""201""]",True,True,605,"[""605"", ""706"", ""603""]",TAN,TAN,TAN,True
199809,SPD,41320,157,411,411,"[""411"", ""506"", ""0""]",True,True,411,"[""411"", ""506"", ""701""]",NEUTRAL,NEUTRAL,NEUTRAL,True
199809,SPD,41320,860,402,305,"[""305"", ""503"", ""0""]",False,False,402,"[""402"", ""401"", ""305""]",RIGHT,NEUTRAL,RIGHT,False
199809,SPD,41320,359,503,603,"[""603"", ""503"", ""401""]",False,True,503,"[""503"", ""402"", ""603""]",NEUTRAL,TAN,NEUTRAL,False
199809,SPD,41320,608,411,501,"[""501"", ""411"", ""605""]",False,True,501,"[""501"", ""416"", ""411""]",NEUTRAL,GAL,GAL,False
199809,SPD,41320,371,414,414,"[""414"", ""408"", ""303""]",True,True,414,"[""414"", ""303"", ""305""]",RIGHT,RIGHT,RIGHT,True
199809,SPD,41320,798,410,410,"[""410"", ""401"", ""0""]",True,True,706,"[""706"", ""410"", ""701""]",NEUTRAL,NEUTRAL,GAL,True
199809,SPD,41320,491,504,504,"[""504"", ""0"", ""503""]",True,True,505,"[""505"", ""504"", ""503""]",LEFT,LEFT,RIGHT,True
199809,SPD,41320,391,701,201,"[""201"", ""503"", ""202""]",False,False,701,"[""701"", ""201"", ""601""]",LEFT,GAL,LEFT,False
199809,SPD,41320,483,303,303,"[""303"", ""304"", ""403""]",True,True,303,"[""303"", ""404"", ""411""]",RIGHT,RIGHT,RIGHT,True
199809,SPD,41320,833,411,416,"[""416"", ""411"", ""501""]",False,True,501,"[""501"", ""411"", ""416""]",NEUTRAL,GAL,GAL,False
199809,SPD,41320,353,402,408,"[""408"", ""401"", ""409""]",False,False,402,"[""402"", ""401"", ""403""]",RIGHT,NEUTRAL,RIGHT,False
199809,SPD,41320,664,403,701,"[""701"", ""504"", ""503""]",False,False,701,"[""701"", ""603"", ""706""]",LEFT,LEFT,LEFT,True
199809,SPD,41320,161,411,411,"[""411"", ""410"", ""408""]",True,True,411,"[""411"", ""410"", ""601""]",NEUTRAL,NEUTRAL,NEUTRAL,True
199809,SPD,41320,234,408,701,"[""701"", ""408"", ""0""]",False,True,701,"[""701"", ""402"", ""408""]",NEUTRAL,LEFT,LEFT,False
199809,SPD,41320,503,303,504,"[""504"", ""503"", ""303""]",False,True,503,"[""503"", ""303"", ""504""]",RIGHT,LEFT,NEUTRAL,False
199809,SPD,41320,1097,403,403,"[""403"", ""401"", ""408""]",True,True,406,"[""406"", ""503"", ""403""]",LEFT,LEFT,LEFT,True
199809,SPD,41320,453,402,402,"[""402"", ""401"", ""408""]",True,True,402,"[""402"", ""401"", ""403""]",RIGHT,RIGHT,RIGHT,True
199809,SPD,41320,811,706,504,"[""504"", ""503"", ""0""]",False,False,504,"[""504"", ""706"", ""503""]",GAL,LEFT,LEFT,False
199809,SPD,41320,892,403,303,"[""303"", ""408"", ""202""]",False,False,303,"[""303"", ""202"", ""305""]",LEFT,RIGHT,RIGHT,False
199809,SPD,41320,214,402,411,"[""411"", ""402"", ""0""]",False,True,411,"[""411"", ""402"", ""403""]",RIGHT,NEUTRAL,NEUTRAL,False
199809,SPD,41320,740,706,506,"[""506"", ""606"", ""605""]",False,False,706,"[""706"", ""201"", ""506""]",GAL,NEUTRAL,GAL,False
199809,SPD,41320,682,503,503,"[""503"", ""506"", ""706""]",True,True,503,"[""503"", ""706"", ""411""]",NEUTRAL,NEUTRAL,NEUTRAL,True
199809,SPD,41320,361,701,504,"[""504"", ""701"", ""401""]",False,True,504,"[""504"", ""402"", ""701""]",LEFT,LEFT,LEFT,True
199809,SPD,41320,487,305,0,"[""0"", ""303"", ""305""]",False,True,305,"[""305"", ""503"", ""606""]",NEUTRAL,NEUTRAL,NEUTRAL,True
199809,SPD,41320,658,504,301,"[""301"", ""504"", ""0""]",False,True,504,"[""504"", ""301"", ""706""]",LEFT,NEUTRAL,LEFT,False
199809,SPD,41320,993,701,701,"[""701"", ""410"", ""504""]",True,True,504,"[""504"", ""701"", ""605""]",LEFT,LEFT,LEFT,True
199809,SPD,41320,18,601,601,"[""601"", ""0"", ""408""]",True,True,601,"[""601"", ""305"", ""303""]",TAN,TAN,TAN,True
199809,SPD,41320,364,501,403,"[""403"", ""416"", ""501""]",False,True,501,"[""501"", ""402"", ""416""]",GAL,LEFT,GAL,False
199809,SPD,41320,343,408,107,"[""107"", ""403"", ""0""]",False,False,107,"[""107"", ""407"", ""403""]",NEUTRAL,GAL,GAL,False
199809,SPD,41320,254,703,703,"[""703"", ""0"", ""408""]",True,True,703,"[""703"", ""501"", ""416""]",NEUTRAL,NEUTRAL,NEUTRAL,True
199809,SPD,41320,515,504,504,"[""504"", ""0"", ""503""]",True,True,504,"[""504"", ""706"", ""701""]",LEFT,LEFT,LEFT,True
199809,SPD,41320,935,202,202,"[""202"", ""203"", ""0""]",True,True,202,"[""202"", ""301"", ""204""]",GAL,GAL,GAL,True
199809,SPD,41320,695,605,605,"[""605"", ""504"", ""503""]",True,True,504,"[""504"", ""605"", ""706""]",TAN,TAN,LEFT,True
199809,SPD,41320,729,411,411,"[""411"", ""506"", ""303""]",True,True,411,"[""411"", ""301"", ""403""]",NEUTRAL,NEUTRAL,NEUTRAL,True
199809,SPD,41320,784,0,706,"[""706"", ""0"", ""504""]",False,True,706,"[""706"", ""504"", ""503""]",NEUTRAL,GAL,GAL,False
199809,SPD,41320,386,601,601,"[""601"", ""0"", ""202""]",True,True,601,"[""601"", ""606"", ""202""]",TAN,TAN,TAN,True
199809,SPD,41320,559,504,503,"[""503"", ""504"", ""0""]",False,True,504,"[""504"", ""503"", ""305""]",LEFT,NEUTRAL,LEFT,False
199809,SPD,41320,529,504,504,"[""504"", ""303"", ""0""]",True,True,504,"[""504"", ""505"", ""701""]",LEFT,LEFT,LEFT,True
199809,SPD,41320,1024,605,605,"[""605"", ""303"", ""0""]",True,True,605,"[""605"", ""701"", ""411""]",TAN,TAN,TAN,True
199809,SPD,41320,808,301,301,"[""301"", ""504"", ""505""]",True,True,504,"[""504"", ""505"", ""706""]",NEUTRAL,NEUTRAL,LEFT,True
199809,SPD,41320,257,703,501,"[""501"", ""502"", ""601""]",False,False,703,"[""703"", ""501"", ""502""]",NEUTRAL,GAL,NEUTRAL,False
199809,SPD,41320,1101,416,107,"[""107"", ""416"", ""106""]",False,True,107,"[""107"", ""416"", ""106""]",GAL,GAL,GAL,True
199809,SPD,41320,568,505,505,"[""505"", ""303"", ""0""]",True,True,505,"[""505"", ""504"", ""414""]",RIGHT,RIGHT,RIGHT,True
199809,SPD,41320,945,502,303,"[""303"", ""0"", ""202""]",False,False,606,"[""606"", ""502"", ""601""]",NEUTRAL,RIGHT,NEUTRAL,False
199809,SPD,41320,948,502,701,"[""701"", ""502"", ""504""]",False,True,502,"[""502"", ""701"", ""704""]",NEUTRAL,LEFT,NEUTRAL,False
199809,SPD,41320,878,501,416,"[""416"", ""501"", ""411""]",False,True,416,"[""416"", ""501"", ""411""]",GAL,GAL,GAL,True
199809,SPD,41320,209,303,303,"[""303"", ""401"", ""402""]",True,True,303,"[""303"", ""402"", ""401""]",RIGHT,RIGHT,RIGHT,True
199809,SPD,41320,789,606,606,"[""606"", ""503"", ""0""]",True,True,706,"[""706"", ""606"", ""503""]",NEUTRAL,NEUTRAL,GAL,True
199809,SPD,41320,113,701,411,"[""411"", ""701"", ""0""]",False,True,411,"[""411"", ""701"", ""506""]",LEFT,NEUTRAL,NEUTRAL,False
199809,SPD,41320,340,303,414,"[""414"", ""403"", ""0""]",False,False,402,"[""402"", ""303"", ""408""]",RIGHT,RIGHT,RIGHT,True
199809,SPD,41320,619,607,607,"[""607"", ""504"", ""606""]",True,True,607,"[""607"", ""705"", ""608""]",GAL,GAL,GAL,True
199809,SPD,41320,1069,701,504,"[""504"", ""108"", ""408""]",False,False,701,"[""701"", ""108"", ""408""]",LEFT,LEFT,LEFT,True
199809,SPD,41320,759,506,506,"[""506"", ""503"", ""408""]",True,True,506,"[""506"", ""504"", ""305""]",NEUTRAL,NEUTRAL,NEUTRAL,True
199809,SPD,41320,744,503,504,"[""504"", ""503"", ""0""]",False,True,503,"[""503"", ""606"", ""504""]",NEUTRAL,LEFT,NEUTRAL,False
199809,SPD,41320,401,411,411,"[""411"", ""410"", ""0""]",True,True,411,"[""411"", ""410"", ""104""]",NEUTRAL,NEUTRAL,NEUTRAL,True
199809,SPD,41320,123,410,410,"[""410"", ""401"", ""402""]",True,True,410,"[""410"", ""411"", ""408""]",NEUTRAL,NEUTRAL,NEUTRAL,True
199809,SPD,41320,974,502,502,"[""502"", ""503"", ""202""]",True,True,502,"[""502"", ""503"", ""201""]",NEUTRAL,NEUTRAL,NEUTRAL,True
199809,SPD,41320,895,506,506,"[""506"", ""503"", ""0""]",True,True,506,"[""506"", ""503"", ""504""]",NEUTRAL,NEUTRAL,NEUTRAL,True
199809,SPD,41320,281,403,605,"[""605"", ""403"", ""701""]",False,True,701,"[""701"", ""605"", ""503""]",LEFT,TAN,LEFT,False
199809,SPD,41320,805,504,504,"[""504"", ""0"", ""503""]",True,True,504,"[""504"", ""701"", ""706""]",LEFT,LEFT,LEFT,True
199809,SPD,41320,372,414,414,"[""414"", ""408"", ""0""]",True,True,414,"[""414"", ""303"", ""305""]",RIGHT,RIGHT,RIGHT,True
199809,SPD,41320,270,701,701,"[""701"", ""0"", ""303""]",True,True,701,"[""701"", ""305"", ""504""]",LEFT,LEFT,LEFT,True
199809,SPD,41320,1086,303,108,"[""108"", ""703"", ""0""]",False,False,108,"[""108"", ""110"", ""703""]",RIGHT,GAL,GAL,False
199809,SPD,41320,241,504,402,"[""402"", ""701"", ""504""]",False,True,402,"[""402"", ""504"", ""701""]",LEFT,RIGHT,RIGHT,False
199809,SPD,41320,184,701,601,"[""601"", ""405"", ""701""]",False,True,406,"[""406"", ""701"", ""405""]",LEFT,TAN,LEFT,False
199809,SPD,41320,46,601,601,"[""601"", ""606"", ""0""]",True,True,601,"[""601"", ""606"", ""305""]",TAN,TAN,TAN,True
199809,SPD,41320,71,504,403,"[""403"", ""401"", ""408""]",False,False,403,"[""403"", ""504"", ""401""]",LEFT,LEFT,LEFT,True
199809,SPD,41320,292,405,701,"[""701"", ""405"", ""402""]",False,True,701,"[""701"", ""405"", ""402""]",LEFT,LEFT,LEFT,True
199809,SPD,41320,570,504,504,"[""504"", ""201"", ""503""]",True,True,201,"[""201"", ""504"", ""705""]",LEFT,LEFT,GAL,True
199809,SPD,41320,733,411,411,"[""411"", ""506"", ""0""]",True,True,411,"[""411"", ""506"", ""701""]",NEUTRAL,NEUTRAL,NEUTRAL,True
