manifesto_id,year,party,party_id,row_idx,berta_top1,berta_ranked,gal_tan_spektrum
41113.016.1994.1.1,1994,Grüne,41113,314,504,"[""504"", ""201"", ""706""]",LEFT
41113.016.1994.1.1,1994,Grüne,41113,315,504,"[""504"", ""706"", ""506""]",LEFT
41113.016.1994.1.1,1994,Grüne,41113,316,706,"[""706"", ""504"", ""506""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,317,506,"[""506"", ""504"", ""706""]",NEUTRAL
41113.016.1994.1.1,1994,Grüne,41113,318,504,"[""504"", ""506"", ""706""]",LEFT
41113.016.1994.1.1,1994,Grüne,41113,319,504,"[""504"", ""506"", ""706""]",LEFT
41113.016.1994.1.1,1994,Grüne,41113,320,504,"[""504"", ""503"", ""506""]",LEFT
41113.016.1994.1.1,1994,Grüne,41113,321,504,"[""504"", ""706"", ""506""]",LEFT
41113.016.1994.1.1,1994,Grüne,41113,322,504,"[""504"", ""706"", ""606""]",LEFT
41113.016.1994.1.1,1994,Grüne,41113,323,504,"[""504"", ""706"", ""606""]",LEFT
41113.016.1994.1.1,1994,Grüne,41113,324,504,"[""504"", ""606"", ""506""]",LEFT
41113.016.1994.1.1,1994,Grüne,41113,325,504,"[""504"", ""503"", ""506""]",LEFT
41113.016.1994.1.1,1994,Grüne,41113,326,504,"[""504"", ""503"", ""301""]",LEFT
41113.016.1994.1.1,1994,Grüne,41113,327,504,"[""504"", ""503"", ""301""]",LEFT
41113.016.1994.1.1,1994,Grüne,41113,328,504,"[""504"", ""503"", ""706""]",LEFT
41113.016.1994.1.1,1994,Grüne,41113,329,504,"[""504"", ""503"", ""411""]",LEFT
41113.016.1994.1.1,1994,Grüne,41113,330,504,"[""504"", ""411"", ""401""]",LEFT
41113.016.1994.1.1,1994,Grüne,41113,331,504,"[""504"", ""412"", ""401""]",LEFT
41113.016.1994.1.1,1994,Grüne,41113,332,303,"[""303"", ""401"", ""305""]",RIGHT
41113.016.1994.1.1,1994,Grüne,41113,333,303,"[""303"", ""305"", ""401""]",RIGHT
41113.016.1994.1.1,1994,Grüne,41113,334,411,"[""411"", ""303"", ""305""]",NEUTRAL
41113.016.1994.1.1,1994,Grüne,41113,335,411,"[""411"", ""408"", ""410""]",NEUTRAL
41113.016.1994.1.1,1994,Grüne,41113,336,416,"[""416"", ""501"", ""411""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,337,416,"[""416"", ""501"", ""403""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,338,504,"[""504"", ""403"", ""503""]",LEFT
41113.016.1994.1.1,1994,Grüne,41113,339,403,"[""403"", ""504"", ""412""]",LEFT
41113.016.1994.1.1,1994,Grüne,41113,340,403,"[""403"", ""504"", ""412""]",LEFT
41113.016.1994.1.1,1994,Grüne,41113,341,412,"[""412"", ""504"", ""403""]",LEFT
41113.016.1994.1.1,1994,Grüne,41113,342,504,"[""504"", ""503"", ""412""]",LEFT
41113.016.1994.1.1,1994,Grüne,41113,343,504,"[""504"", ""503"", ""403""]",LEFT
41113.016.1994.1.1,1994,Grüne,41113,344,504,"[""504"", ""403"", ""301""]",LEFT
41113.016.1994.1.1,1994,Grüne,41113,345,504,"[""504"", ""301"", ""403""]",LEFT
41113.016.1994.1.1,1994,Grüne,41113,346,413,"[""413"", ""504"", ""412""]",LEFT
41113.016.1994.1.1,1994,Grüne,41113,347,413,"[""413"", ""504"", ""403""]",LEFT
41113.016.1994.1.1,1994,Grüne,41113,348,413,"[""413"", ""403"", ""412""]",LEFT
41113.016.1994.1.1,1994,Grüne,41113,349,403,"[""403"", ""504"", ""413""]",LEFT
41113.016.1994.1.1,1994,Grüne,41113,350,403,"[""403"", ""405"", ""504""]",LEFT
41113.016.1994.1.1,1994,Grüne,41113,351,403,"[""403"", ""504"", ""405""]",LEFT
41113.016.1994.1.1,1994,Grüne,41113,352,403,"[""403"", ""504"", ""412""]",LEFT
41113.016.1994.1.1,1994,Grüne,41113,353,403,"[""403"", ""412"", ""413""]",LEFT
41113.016.1994.1.1,1994,Grüne,41113,354,403,"[""403"", ""412"", ""303""]",LEFT
41113.016.1994.1.1,1994,Grüne,41113,355,303,"[""303"", ""504"", ""403""]",RIGHT
41113.016.1994.1.1,1994,Grüne,41113,356,504,"[""504"", ""401"", ""403""]",LEFT
41113.016.1994.1.1,1994,Grüne,41113,357,504,"[""504"", ""408"", ""503""]",LEFT
41113.016.1994.1.1,1994,Grüne,41113,358,408,"[""408"", ""504"", ""503""]",NEUTRAL
41113.016.1994.1.1,1994,Grüne,41113,359,504,"[""504"", ""412"", ""503""]",LEFT
41113.016.1994.1.1,1994,Grüne,41113,360,504,"[""504"", ""412"", ""503""]",LEFT
41113.016.1994.1.1,1994,Grüne,41113,361,504,"[""504"", ""412"", ""503""]",LEFT
41113.016.1994.1.1,1994,Grüne,41113,362,403,"[""403"", ""412"", ""504""]",LEFT
41113.016.1994.1.1,1994,Grüne,41113,363,403,"[""403"", ""504"", ""411""]",LEFT
41113.016.1994.1.1,1994,Grüne,41113,364,403,"[""403"", ""402"", ""504""]",LEFT
41113.016.1994.1.1,1994,Grüne,41113,365,403,"[""403"", ""402"", ""504""]",LEFT
41113.016.1994.1.1,1994,Grüne,41113,366,403,"[""403"", ""504"", ""402""]",LEFT
41113.016.1994.1.1,1994,Grüne,41113,367,504,"[""504"", ""503"", ""411""]",LEFT
41113.016.1994.1.1,1994,Grüne,41113,368,504,"[""504"", ""203"", ""201""]",LEFT
41113.016.1994.1.1,1994,Grüne,41113,369,504,"[""504"", ""411"", ""201""]",LEFT
41113.016.1994.1.1,1994,Grüne,41113,370,504,"[""504"", ""411"", ""301""]",LEFT
41113.016.1994.1.1,1994,Grüne,41113,371,504,"[""504"", ""414"", ""411""]",LEFT
41113.016.1994.1.1,1994,Grüne,41113,372,504,"[""504"", ""505"", ""403""]",LEFT
41113.016.1994.1.1,1994,Grüne,41113,373,504,"[""504"", ""403"", ""303""]",LEFT
41113.016.1994.1.1,1994,Grüne,41113,374,504,"[""504"", ""505"", ""303""]",LEFT
41113.016.1994.1.1,1994,Grüne,41113,375,504,"[""504"", ""303"", ""408""]",LEFT
41113.016.1994.1.1,1994,Grüne,41113,376,504,"[""504"", ""403"", ""408""]",LEFT
41113.016.1994.1.1,1994,Grüne,41113,377,402,"[""402"", ""403"", ""504""]",RIGHT
41113.016.1994.1.1,1994,Grüne,41113,378,402,"[""402"", ""504"", ""403""]",RIGHT
41113.016.1994.1.1,1994,Grüne,41113,379,504,"[""504"", ""402"", ""403""]",LEFT
41113.016.1994.1.1,1994,Grüne,41113,380,504,"[""504"", ""701"", ""402""]",LEFT
41113.016.1994.1.1,1994,Grüne,41113,381,504,"[""504"", ""413"", ""401""]",LEFT
41113.016.1994.1.1,1994,Grüne,41113,382,504,"[""504"", ""403"", ""413""]",LEFT
41113.016.1994.1.1,1994,Grüne,41113,383,403,"[""403"", ""503"", ""504""]",LEFT
41113.016.1994.1.1,1994,Grüne,41113,384,403,"[""403"", ""504"", ""503""]",LEFT
41113.016.1994.1.1,1994,Grüne,41113,385,412,"[""412"", ""403"", ""411""]",LEFT
41113.016.1994.1.1,1994,Grüne,41113,386,412,"[""412"", ""403"", ""413""]",LEFT
41113.016.1994.1.1,1994,Grüne,41113,387,412,"[""412"", ""413"", ""403""]",LEFT
41113.016.1994.1.1,1994,Grüne,41113,388,504,"[""504"", ""416"", ""501""]",LEFT
41113.016.1994.1.1,1994,Grüne,41113,389,503,"[""503"", ""504"", ""501""]",NEUTRAL
41113.016.1994.1.1,1994,Grüne,41113,390,503,"[""503"", ""411"", ""705""]",NEUTRAL
41113.016.1994.1.1,1994,Grüne,41113,391,706,"[""706"", ""503"", ""705""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,392,706,"[""706"", ""504"", ""705""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,393,504,"[""504"", ""706"", ""503""]",LEFT
41113.016.1994.1.1,1994,Grüne,41113,394,705,"[""705"", ""706"", ""504""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,395,705,"[""705"", ""503"", ""706""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,396,705,"[""705"", ""503"", ""411""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,397,411,"[""411"", ""705"", ""303""]",NEUTRAL
41113.016.1994.1.1,1994,Grüne,41113,398,411,"[""411"", ""416"", ""404""]",NEUTRAL
41113.016.1994.1.1,1994,Grüne,41113,399,411,"[""411"", ""501"", ""416""]",NEUTRAL
41113.016.1994.1.1,1994,Grüne,41113,400,504,"[""504"", ""416"", ""411""]",LEFT
41113.016.1994.1.1,1994,Grüne,41113,401,303,"[""303"", ""504"", ""411""]",RIGHT
41113.016.1994.1.1,1994,Grüne,41113,402,411,"[""411"", ""303"", ""401""]",NEUTRAL
41113.016.1994.1.1,1994,Grüne,41113,403,411,"[""411"", ""503"", ""504""]",NEUTRAL
41113.016.1994.1.1,1994,Grüne,41113,404,411,"[""411"", ""501"", ""416""]",NEUTRAL
41113.016.1994.1.1,1994,Grüne,41113,405,501,"[""501"", ""201"", ""416""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,406,501,"[""501"", ""416"", ""601""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,407,501,"[""501"", ""416"", ""601""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,408,501,"[""501"", ""416"", ""703""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,409,501,"[""501"", ""416"", ""703""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,410,501,"[""501"", ""416"", ""703""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,411,501,"[""501"", ""416"", ""411""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,412,501,"[""501"", ""416"", ""411""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,413,501,"[""501"", ""416"", ""411""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,414,501,"[""501"", ""416"", ""605""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,415,501,"[""501"", ""416"", ""303""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,416,501,"[""501"", ""303"", ""605""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,417,501,"[""501"", ""303"", ""416""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,418,501,"[""501"", ""416"", ""606""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,419,501,"[""501"", ""416"", ""411""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,420,416,"[""416"", ""501"", ""411""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,421,305,"[""305"", ""416"", ""501""]",NEUTRAL
41113.016.1994.1.1,1994,Grüne,41113,422,305,"[""305"", ""416"", ""501""]",NEUTRAL
41113.016.1994.1.1,1994,Grüne,41113,423,501,"[""501"", ""416"", ""305""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,424,501,"[""501"", ""416"", ""106""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,425,501,"[""501"", ""107"", ""108""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,426,110,"[""110"", ""108"", ""501""]",TAN
41113.016.1994.1.1,1994,Grüne,41113,427,110,"[""110"", ""501"", ""108""]",TAN
41113.016.1994.1.1,1994,Grüne,41113,428,501,"[""501"", ""416"", ""411""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,429,501,"[""501"", ""605"", ""303""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,430,501,"[""501"", ""305"", ""303""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,431,305,"[""305"", ""501"", ""202""]",NEUTRAL
41113.016.1994.1.1,1994,Grüne,41113,432,303,"[""303"", ""305"", ""501""]",RIGHT
41113.016.1994.1.1,1994,Grüne,41113,433,303,"[""303"", ""501"", ""305""]",RIGHT
41113.016.1994.1.1,1994,Grüne,41113,434,501,"[""501"", ""303"", ""202""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,435,501,"[""501"", ""108"", ""202""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,436,501,"[""501"", ""303"", ""416""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,437,501,"[""501"", ""416"", ""303""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,438,303,"[""303"", ""414"", ""416""]",RIGHT
41113.016.1994.1.1,1994,Grüne,41113,439,401,"[""401"", ""403"", ""303""]",RIGHT
41113.016.1994.1.1,1994,Grüne,41113,440,303,"[""303"", ""402"", ""401""]",RIGHT
41113.016.1994.1.1,1994,Grüne,41113,441,402,"[""402"", ""701"", ""504""]",RIGHT
41113.016.1994.1.1,1994,Grüne,41113,442,501,"[""501"", ""416"", ""411""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,443,501,"[""501"", ""416"", ""411""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,444,501,"[""501"", ""416"", ""504""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,445,501,"[""501"", ""416"", ""403""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,446,501,"[""501"", ""416"", ""403""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,447,501,"[""501"", ""416"", ""403""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,448,411,"[""411"", ""501"", ""416""]",NEUTRAL
41113.016.1994.1.1,1994,Grüne,41113,449,401,"[""401"", ""303"", ""501""]",RIGHT
41113.016.1994.1.1,1994,Grüne,41113,450,501,"[""501"", ""401"", ""303""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,451,501,"[""501"", ""411"", ""416""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,452,301,"[""301"", ""411"", ""413""]",NEUTRAL
41113.016.1994.1.1,1994,Grüne,41113,453,411,"[""411"", ""301"", ""402""]",NEUTRAL
41113.016.1994.1.1,1994,Grüne,41113,454,411,"[""411"", ""501"", ""416""]",NEUTRAL
41113.016.1994.1.1,1994,Grüne,41113,455,501,"[""501"", ""416"", ""411""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,456,501,"[""501"", ""416"", ""411""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,457,501,"[""501"", ""416"", ""411""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,458,412,"[""412"", ""403"", ""413""]",LEFT
41113.016.1994.1.1,1994,Grüne,41113,459,412,"[""412"", ""403"", ""413""]",LEFT
41113.016.1994.1.1,1994,Grüne,41113,460,501,"[""501"", ""403"", ""416""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,461,411,"[""411"", ""501"", ""416""]",NEUTRAL
41113.016.1994.1.1,1994,Grüne,41113,462,416,"[""416"", ""305"", ""411""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,463,416,"[""416"", ""501"", ""411""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,464,501,"[""501"", ""416"", ""411""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,465,411,"[""411"", ""501"", ""416""]",NEUTRAL
41113.016.1994.1.1,1994,Grüne,41113,466,501,"[""501"", ""411"", ""416""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,467,501,"[""501"", ""416"", ""411""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,468,501,"[""501"", ""411"", ""416""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,469,501,"[""501"", ""416"", ""411""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,470,501,"[""501"", ""416"", ""411""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,471,501,"[""501"", ""416"", ""411""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,472,501,"[""501"", ""416"", ""411""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,473,501,"[""501"", ""416"", ""411""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,474,501,"[""501"", ""416"", ""504""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,475,501,"[""501"", ""411"", ""416""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,476,501,"[""501"", ""416"", ""411""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,477,416,"[""416"", ""501"", ""411""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,478,501,"[""501"", ""411"", ""416""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,479,411,"[""411"", ""410"", ""408""]",NEUTRAL
41113.016.1994.1.1,1994,Grüne,41113,480,411,"[""411"", ""503"", ""416""]",NEUTRAL
41113.016.1994.1.1,1994,Grüne,41113,481,503,"[""503"", ""706"", ""501""]",NEUTRAL
41113.016.1994.1.1,1994,Grüne,41113,482,501,"[""501"", ""706"", ""416""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,483,416,"[""416"", ""501"", ""411""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,484,411,"[""411"", ""501"", ""416""]",NEUTRAL
41113.016.1994.1.1,1994,Grüne,41113,485,411,"[""411"", ""303"", ""416""]",NEUTRAL
41113.016.1994.1.1,1994,Grüne,41113,486,411,"[""411"", ""303"", ""305""]",NEUTRAL
41113.016.1994.1.1,1994,Grüne,41113,487,411,"[""411"", ""303"", ""305""]",NEUTRAL
41113.016.1994.1.1,1994,Grüne,41113,488,416,"[""416"", ""411"", ""501""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,489,411,"[""411"", ""416"", ""503""]",NEUTRAL
41113.016.1994.1.1,1994,Grüne,41113,490,416,"[""416"", ""411"", ""501""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,491,411,"[""411"", ""501"", ""416""]",NEUTRAL
41113.016.1994.1.1,1994,Grüne,41113,492,411,"[""411"", ""412"", ""501""]",NEUTRAL
41113.016.1994.1.1,1994,Grüne,41113,493,411,"[""411"", ""404"", ""416""]",NEUTRAL
41113.016.1994.1.1,1994,Grüne,41113,494,411,"[""411"", ""404"", ""501""]",NEUTRAL
41113.016.1994.1.1,1994,Grüne,41113,495,411,"[""411"", ""404"", ""501""]",NEUTRAL
41113.016.1994.1.1,1994,Grüne,41113,496,411,"[""411"", ""501"", ""404""]",NEUTRAL
41113.016.1994.1.1,1994,Grüne,41113,497,411,"[""411"", ""501"", ""416""]",NEUTRAL
41113.016.1994.1.1,1994,Grüne,41113,498,411,"[""411"", ""501"", ""416""]",NEUTRAL
41113.016.1994.1.1,1994,Grüne,41113,499,411,"[""411"", ""416"", ""501""]",NEUTRAL
41113.016.1994.1.1,1994,Grüne,41113,500,411,"[""411"", ""501"", ""416""]",NEUTRAL
41113.016.1994.1.1,1994,Grüne,41113,501,411,"[""411"", ""101"", ""107""]",NEUTRAL
41113.016.1994.1.1,1994,Grüne,41113,502,411,"[""411"", ""410"", ""404""]",NEUTRAL
41113.016.1994.1.1,1994,Grüne,41113,503,411,"[""411"", ""404"", ""303""]",NEUTRAL
41113.016.1994.1.1,1994,Grüne,41113,504,411,"[""411"", ""303"", ""301""]",NEUTRAL
41113.016.1994.1.1,1994,Grüne,41113,505,411,"[""411"", ""301"", ""413""]",NEUTRAL
41113.016.1994.1.1,1994,Grüne,41113,506,301,"[""301"", ""411"", ""302""]",NEUTRAL
41113.016.1994.1.1,1994,Grüne,41113,507,301,"[""301"", ""411"", ""303""]",NEUTRAL
41113.016.1994.1.1,1994,Grüne,41113,508,411,"[""411"", ""301"", ""413""]",NEUTRAL
41113.016.1994.1.1,1994,Grüne,41113,509,411,"[""411"", ""413"", ""403""]",NEUTRAL
41113.016.1994.1.1,1994,Grüne,41113,510,413,"[""413"", ""411"", ""401""]",LEFT
41113.016.1994.1.1,1994,Grüne,41113,511,411,"[""411"", ""413"", ""403""]",NEUTRAL
41113.016.1994.1.1,1994,Grüne,41113,512,411,"[""411"", ""403"", ""412""]",NEUTRAL
41113.016.1994.1.1,1994,Grüne,41113,513,411,"[""411"", ""416"", ""404""]",NEUTRAL
41113.016.1994.1.1,1994,Grüne,41113,514,411,"[""411"", ""501"", ""416""]",NEUTRAL
41113.016.1994.1.1,1994,Grüne,41113,515,411,"[""411"", ""403"", ""501""]",NEUTRAL
41113.016.1994.1.1,1994,Grüne,41113,516,411,"[""411"", ""404"", ""501""]",NEUTRAL
41113.016.1994.1.1,1994,Grüne,41113,517,411,"[""411"", ""501"", ""416""]",NEUTRAL
41113.016.1994.1.1,1994,Grüne,41113,518,411,"[""411"", ""501"", ""303""]",NEUTRAL
41113.016.1994.1.1,1994,Grüne,41113,519,411,"[""411"", ""305"", ""301""]",NEUTRAL
41113.016.1994.1.1,1994,Grüne,41113,520,411,"[""411"", ""501"", ""416""]",NEUTRAL
41113.016.1994.1.1,1994,Grüne,41113,521,411,"[""411"", ""301"", ""501""]",NEUTRAL
41113.016.1994.1.1,1994,Grüne,41113,522,301,"[""301"", ""411"", ""501""]",NEUTRAL
41113.016.1994.1.1,1994,Grüne,41113,523,411,"[""411"", ""301"", ""501""]",NEUTRAL
41113.016.1994.1.1,1994,Grüne,41113,524,411,"[""411"", ""501"", ""416""]",NEUTRAL
41113.016.1994.1.1,1994,Grüne,41113,525,411,"[""411"", ""501"", ""416""]",NEUTRAL
41113.016.1994.1.1,1994,Grüne,41113,526,411,"[""411"", ""501"", ""416""]",NEUTRAL
41113.016.1994.1.1,1994,Grüne,41113,527,411,"[""411"", ""501"", ""416""]",NEUTRAL
41113.016.1994.1.1,1994,Grüne,41113,528,501,"[""501"", ""416"", ""411""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,529,501,"[""501"", ""416"", ""305""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,530,416,"[""416"", ""411"", ""301""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,531,416,"[""416"", ""501"", ""411""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,532,501,"[""501"", ""411"", ""301""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,533,411,"[""411"", ""501"", ""416""]",NEUTRAL
41113.016.1994.1.1,1994,Grüne,41113,534,411,"[""411"", ""501"", ""410""]",NEUTRAL
41113.016.1994.1.1,1994,Grüne,41113,535,411,"[""411"", ""303"", ""414""]",NEUTRAL
41113.016.1994.1.1,1994,Grüne,41113,536,411,"[""411"", ""303"", ""305""]",NEUTRAL
41113.016.1994.1.1,1994,Grüne,41113,537,303,"[""303"", ""411"", ""501""]",RIGHT
41113.016.1994.1.1,1994,Grüne,41113,538,411,"[""411"", ""501"", ""303""]",NEUTRAL
41113.016.1994.1.1,1994,Grüne,41113,539,501,"[""501"", ""411"", ""416""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,540,501,"[""501"", ""416"", ""411""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,541,501,"[""501"", ""416"", ""411""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,542,501,"[""501"", ""411"", ""416""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,543,503,"[""503"", ""411"", ""501""]",NEUTRAL
41113.016.1994.1.1,1994,Grüne,41113,544,411,"[""411"", ""501"", ""416""]",NEUTRAL
41113.016.1994.1.1,1994,Grüne,41113,545,411,"[""411"", ""501"", ""416""]",NEUTRAL
41113.016.1994.1.1,1994,Grüne,41113,546,501,"[""501"", ""411"", ""416""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,547,501,"[""501"", ""416"", ""411""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,548,501,"[""501"", ""416"", ""411""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,549,501,"[""501"", ""416"", ""411""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,550,501,"[""501"", ""416"", ""411""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,551,501,"[""501"", ""416"", ""411""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,552,501,"[""501"", ""416"", ""411""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,553,501,"[""501"", ""416"", ""411""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,554,501,"[""501"", ""416"", ""404""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,555,501,"[""501"", ""416"", ""411""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,556,501,"[""501"", ""416"", ""411""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,557,501,"[""501"", ""301"", ""416""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,558,501,"[""501"", ""202"", ""303""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,559,706,"[""706"", ""503"", ""202""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,560,706,"[""706"", ""503"", ""303""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,561,303,"[""303"", ""404"", ""411""]",RIGHT
41113.016.1994.1.1,1994,Grüne,41113,562,303,"[""303"", ""301"", ""202""]",RIGHT
41113.016.1994.1.1,1994,Grüne,41113,563,501,"[""501"", ""303"", ""301""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,564,501,"[""501"", ""411"", ""416""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,565,501,"[""501"", ""416"", ""411""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,566,501,"[""501"", ""416"", ""411""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,567,501,"[""501"", ""416"", ""411""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,568,501,"[""501"", ""416"", ""411""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,569,202,"[""202"", ""501"", ""416""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,570,202,"[""202"", ""501"", ""303""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,571,501,"[""501"", ""416"", ""202""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,572,501,"[""501"", ""416"", ""411""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,573,501,"[""501"", ""503"", ""416""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,574,501,"[""501"", ""503"", ""416""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,575,501,"[""501"", ""411"", ""416""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,576,302,"[""302"", ""301"", ""303""]",NEUTRAL
41113.016.1994.1.1,1994,Grüne,41113,577,302,"[""302"", ""301"", ""303""]",NEUTRAL
41113.016.1994.1.1,1994,Grüne,41113,578,301,"[""301"", ""501"", ""302""]",NEUTRAL
41113.016.1994.1.1,1994,Grüne,41113,579,501,"[""501"", ""416"", ""411""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,580,501,"[""501"", ""416"", ""411""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,581,501,"[""501"", ""416"", ""411""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,582,501,"[""501"", ""416"", ""411""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,583,501,"[""501"", ""416"", ""411""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,584,501,"[""501"", ""301"", ""413""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,585,701,"[""701"", ""501"", ""416""]",LEFT
41113.016.1994.1.1,1994,Grüne,41113,586,501,"[""501"", ""416"", ""701""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,587,501,"[""501"", ""416"", ""502""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,588,501,"[""501"", ""302"", ""416""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,589,501,"[""501"", ""416"", ""303""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,590,501,"[""501"", ""416"", ""403""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,591,501,"[""501"", ""416"", ""403""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,592,501,"[""501"", ""416"", ""403""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,593,501,"[""501"", ""416"", ""403""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,594,501,"[""501"", ""416"", ""403""]",GAL
41113.016.1994.1.1,1994,Grüne,41113,595,501,"[""501"", ""416"", ""303""]",GAL
