manifesto_id,year,party,party_id,row_idx,top1,ranked,gal_tan_spektrum
41113.016.2009.1.1,2009,Grüne,41113,903,506,"[""506"", ""202"", ""503""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,904,506,"[""506"", ""503"", ""411""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,906,0,"[""0"", ""305"", ""408""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,907,506,"[""506"", ""408"", ""411""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,905,410,"[""410"", ""411"", ""303""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,910,503,"[""503"", ""506"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,909,506,"[""506"", ""303"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,908,506,"[""506"", ""303"", ""403""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,911,503,"[""503"", ""506"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,912,506,"[""506"", ""504"", ""503""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,914,506,"[""506"", ""503"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,915,506,"[""506"", ""503"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,913,506,"[""506"", ""504"", ""411""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,916,0,"[""0"", ""305"", ""202""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,918,506,"[""506"", ""301"", ""201""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,917,203,"[""203"", ""506"", ""503""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,919,506,"[""506"", ""401"", ""301""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,921,506,"[""506"", ""0"", ""411""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,922,706,"[""706"", ""506"", ""0""]",GAL
41113.016.2009.1.1,2009,Grüne,41113,920,506,"[""506"", ""504"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,923,706,"[""706"", ""606"", ""506""]",GAL
41113.016.2009.1.1,2009,Grüne,41113,924,506,"[""506"", ""0"", ""606""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,925,606,"[""606"", ""201"", ""502""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,926,506,"[""506"", ""503"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,927,504,"[""504"", ""506"", ""503""]",LEFT
41113.016.2009.1.1,2009,Grüne,41113,930,506,"[""506"", ""706"", ""606""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,928,603,"[""603"", ""0"", ""706""]",TAN
41113.016.2009.1.1,2009,Grüne,41113,929,606,"[""606"", ""504"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,931,706,"[""706"", ""506"", ""603""]",GAL
41113.016.2009.1.1,2009,Grüne,41113,932,506,"[""506"", ""504"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,933,506,"[""506"", ""504"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,934,506,"[""506"", ""303"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,935,506,"[""506"", ""503"", ""706""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,936,506,"[""506"", ""0"", ""303""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,938,506,"[""506"", ""411"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,939,506,"[""506"", ""701"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,937,504,"[""504"", ""506"", ""411""]",LEFT
41113.016.2009.1.1,2009,Grüne,41113,940,506,"[""506"", ""411"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,941,706,"[""706"", ""506"", ""701""]",GAL
41113.016.2009.1.1,2009,Grüne,41113,942,503,"[""503"", ""301"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,943,504,"[""504"", ""706"", ""402""]",LEFT
41113.016.2009.1.1,2009,Grüne,41113,946,503,"[""503"", ""506"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,944,705,"[""705"", ""504"", ""506""]",GAL
41113.016.2009.1.1,2009,Grüne,41113,947,506,"[""506"", ""503"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,945,503,"[""503"", ""607"", ""506""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,950,506,"[""506"", ""303"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,951,506,"[""506"", ""503"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,948,506,"[""506"", ""503"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,952,506,"[""506"", ""503"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,949,506,"[""506"", ""503"", ""203""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,953,506,"[""506"", ""503"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,957,0,"[""0"", ""305"", ""201""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,958,506,"[""506"", ""705"", ""503""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,954,506,"[""506"", ""607"", ""411""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,955,305,"[""305"", ""0"", ""202""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,959,506,"[""506"", ""503"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,956,705,"[""705"", ""503"", ""506""]",GAL
41113.016.2009.1.1,2009,Grüne,41113,960,506,"[""506"", ""705"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,962,503,"[""503"", ""506"", ""201""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,961,506,"[""506"", ""705"", ""503""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,963,705,"[""705"", ""201"", ""503""]",GAL
41113.016.2009.1.1,2009,Grüne,41113,966,0,"[""0"", ""305"", ""408""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,964,705,"[""705"", ""506"", ""503""]",GAL
41113.016.2009.1.1,2009,Grüne,41113,965,503,"[""503"", ""506"", ""705""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,967,506,"[""506"", ""503"", ""705""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,969,506,"[""506"", ""0"", ""503""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,968,503,"[""503"", ""506"", ""705""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,971,506,"[""506"", ""0"", ""503""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,970,201,"[""201"", ""706"", ""503""]",GAL
41113.016.2009.1.1,2009,Grüne,41113,974,506,"[""506"", ""504"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,973,506,"[""506"", ""503"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,975,504,"[""504"", ""506"", ""0""]",LEFT
41113.016.2009.1.1,2009,Grüne,41113,972,506,"[""506"", ""503"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,976,506,"[""506"", ""303"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,978,506,"[""506"", ""0"", ""401""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,979,506,"[""506"", ""502"", ""303""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,977,305,"[""305"", ""0"", ""202""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,980,506,"[""506"", ""401"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,981,506,"[""506"", ""503"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,982,506,"[""506"", ""503"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,983,506,"[""506"", ""503"", ""401""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,984,506,"[""506"", ""504"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,986,301,"[""301"", ""303"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,987,402,"[""402"", ""303"", ""0""]",RIGHT
41113.016.2009.1.1,2009,Grüne,41113,985,504,"[""504"", ""503"", ""506""]",LEFT
41113.016.2009.1.1,2009,Grüne,41113,988,506,"[""506"", ""503"", ""504""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,989,703,"[""703"", ""501"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,991,506,"[""506"", ""301"", ""303""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,990,301,"[""301"", ""506"", ""303""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,992,506,"[""506"", ""301"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,995,301,"[""301"", ""303"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,993,506,"[""506"", ""301"", ""303""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,994,506,"[""506"", ""301"", ""303""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,996,506,"[""506"", ""303"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,997,301,"[""301"", ""506"", ""202""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,998,202,"[""202"", ""0"", ""606""]",GAL
41113.016.2009.1.1,2009,Grüne,41113,999,202,"[""202"", ""506"", ""607""]",GAL
41113.016.2009.1.1,2009,Grüne,41113,1000,202,"[""202"", ""506"", ""0""]",GAL
41113.016.2009.1.1,2009,Grüne,41113,1001,506,"[""506"", ""303"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1005,506,"[""506"", ""201"", ""303""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1002,506,"[""506"", ""0"", ""202""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1006,506,"[""506"", ""201"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1003,506,"[""506"", ""201"", ""503""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1004,506,"[""506"", ""201"", ""503""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1007,506,"[""506"", ""301"", ""303""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1009,506,"[""506"", ""301"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1010,301,"[""301"", ""506"", ""303""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1008,506,"[""506"", ""301"", ""303""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1011,506,"[""506"", ""411"", ""303""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1014,506,"[""506"", ""411"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1012,202,"[""202"", ""303"", ""506""]",GAL
41113.016.2009.1.1,2009,Grüne,41113,1013,506,"[""506"", ""301"", ""303""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1018,506,"[""506"", ""411"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1016,506,"[""506"", ""411"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1015,506,"[""506"", ""411"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1017,506,"[""506"", ""302"", ""303""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1019,0,"[""0"", ""303"", ""202""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1020,506,"[""506"", ""0"", ""706""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1021,411,"[""411"", ""506"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1022,706,"[""706"", ""506"", ""303""]",GAL
41113.016.2009.1.1,2009,Grüne,41113,1023,506,"[""506"", ""107"", ""108""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1024,506,"[""506"", ""0"", ""411""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1025,506,"[""506"", ""408"", ""706""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1026,503,"[""503"", ""303"", ""506""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1027,503,"[""503"", ""506"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1028,411,"[""411"", ""506"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1029,305,"[""305"", ""0"", ""202""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1030,506,"[""506"", ""503"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1034,506,"[""506"", ""606"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1032,503,"[""503"", ""506"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1031,506,"[""506"", ""411"", ""503""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1033,303,"[""303"", ""506"", ""704""]",RIGHT
41113.016.2009.1.1,2009,Grüne,41113,1037,506,"[""506"", ""303"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1036,506,"[""506"", ""303"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1035,506,"[""506"", ""303"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1038,506,"[""506"", ""504"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1039,506,"[""506"", ""0"", ""606""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1042,411,"[""411"", ""303"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1041,411,"[""411"", ""506"", ""706""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1040,506,"[""506"", ""605"", ""706""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1044,411,"[""411"", ""506"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1043,706,"[""706"", ""411"", ""701""]",GAL
41113.016.2009.1.1,2009,Grüne,41113,1045,506,"[""506"", ""411"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1048,411,"[""411"", ""402"", ""706""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1046,411,"[""411"", ""506"", ""303""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1050,413,"[""413"", ""404"", ""0""]",LEFT
41113.016.2009.1.1,2009,Grüne,41113,1047,411,"[""411"", ""506"", ""402""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1051,706,"[""706"", ""506"", ""411""]",GAL
41113.016.2009.1.1,2009,Grüne,41113,1049,403,"[""403"", ""706"", ""411""]",LEFT
41113.016.2009.1.1,2009,Grüne,41113,1052,303,"[""303"", ""402"", ""0""]",RIGHT
41113.016.2009.1.1,2009,Grüne,41113,1054,411,"[""411"", ""0"", ""408""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1055,411,"[""411"", ""408"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1053,411,"[""411"", ""706"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1056,411,"[""411"", ""706"", ""506""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1057,411,"[""411"", ""303"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1058,411,"[""411"", ""706"", ""506""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1059,705,"[""705"", ""506"", ""303""]",GAL
41113.016.2009.1.1,2009,Grüne,41113,1060,706,"[""706"", ""411"", ""506""]",GAL
41113.016.2009.1.1,2009,Grüne,41113,1061,705,"[""705"", ""411"", ""503""]",GAL
41113.016.2009.1.1,2009,Grüne,41113,1063,705,"[""705"", ""706"", ""504""]",GAL
41113.016.2009.1.1,2009,Grüne,41113,1062,705,"[""705"", ""303"", ""504""]",GAL
41113.016.2009.1.1,2009,Grüne,41113,1065,0,"[""0"", ""506"", ""411""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1066,411,"[""411"", ""506"", ""303""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1067,506,"[""506"", ""411"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1064,503,"[""503"", ""706"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1068,506,"[""506"", ""402"", ""303""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1070,303,"[""303"", ""305"", ""0""]",RIGHT
41113.016.2009.1.1,2009,Grüne,41113,1069,506,"[""506"", ""303"", ""301""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1071,411,"[""411"", ""303"", ""506""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1072,411,"[""411"", ""303"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1074,411,"[""411"", ""506"", ""303""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1073,506,"[""506"", ""411"", ""303""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1075,506,"[""506"", ""411"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1078,506,"[""506"", ""501"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1076,411,"[""411"", ""506"", ""303""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1077,501,"[""501"", ""416"", ""408""]",GAL
41113.016.2009.1.1,2009,Grüne,41113,1079,506,"[""506"", ""0"", ""408""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1080,0,"[""0"", ""305"", ""201""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1082,506,"[""506"", ""408"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1081,410,"[""410"", ""408"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1083,506,"[""506"", ""411"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1084,506,"[""506"", ""303"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1085,506,"[""506"", ""0"", ""408""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1086,506,"[""506"", ""0"", ""303""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1087,506,"[""506"", ""504"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1088,506,"[""506"", ""504"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1089,0,"[""0"", ""303"", ""305""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1090,506,"[""506"", ""503"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1091,506,"[""506"", ""408"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1092,506,"[""506"", ""411"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1094,506,"[""506"", ""503"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1093,503,"[""503"", ""506"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1095,506,"[""506"", ""507"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1096,506,"[""506"", ""504"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1098,506,"[""506"", ""0"", ""503""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1097,506,"[""506"", ""706"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1099,506,"[""506"", ""706"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1100,706,"[""706"", ""504"", ""0""]",GAL
41113.016.2009.1.1,2009,Grüne,41113,1102,506,"[""506"", ""303"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1101,504,"[""504"", ""506"", ""503""]",LEFT
41113.016.2009.1.1,2009,Grüne,41113,1103,506,"[""506"", ""504"", ""503""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1104,504,"[""504"", ""506"", ""0""]",LEFT
41113.016.2009.1.1,2009,Grüne,41113,1105,504,"[""504"", ""506"", ""0""]",LEFT
41113.016.2009.1.1,2009,Grüne,41113,1106,506,"[""506"", ""410"", ""411""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1107,506,"[""506"", ""303"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1109,0,"[""0"", ""305"", ""201""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1110,506,"[""506"", ""303"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1108,504,"[""504"", ""506"", ""303""]",LEFT
41113.016.2009.1.1,2009,Grüne,41113,1111,506,"[""506"", ""504"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1112,503,"[""503"", ""506"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1113,506,"[""506"", ""402"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1114,506,"[""506"", ""706"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1115,506,"[""506"", ""504"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1116,501,"[""501"", ""411"", ""0""]",GAL
41113.016.2009.1.1,2009,Grüne,41113,1118,706,"[""706"", ""503"", ""0""]",GAL
41113.016.2009.1.1,2009,Grüne,41113,1117,504,"[""504"", ""503"", ""0""]",LEFT
41113.016.2009.1.1,2009,Grüne,41113,1119,507,"[""507"", ""504"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1120,0,"[""0"", ""706"", ""503""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1123,608,"[""608"", ""705"", ""607""]",TAN
41113.016.2009.1.1,2009,Grüne,41113,1122,706,"[""706"", ""506"", ""503""]",GAL
41113.016.2009.1.1,2009,Grüne,41113,1121,504,"[""504"", ""506"", ""201""]",LEFT
41113.016.2009.1.1,2009,Grüne,41113,1124,506,"[""506"", ""107"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1125,506,"[""506"", ""303"", ""606""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1126,506,"[""506"", ""706"", ""607""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1127,607,"[""607"", ""506"", ""107""]",GAL
41113.016.2009.1.1,2009,Grüne,41113,1128,501,"[""501"", ""411"", ""0""]",GAL
41113.016.2009.1.1,2009,Grüne,41113,1130,502,"[""502"", ""506"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1131,502,"[""502"", ""301"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1129,303,"[""303"", ""402"", ""501""]",RIGHT
41113.016.2009.1.1,2009,Grüne,41113,1132,502,"[""502"", ""411"", ""506""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1135,506,"[""506"", ""202"", ""303""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1134,506,"[""506"", ""202"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1133,506,"[""506"", ""202"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1136,506,"[""506"", ""202"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1137,506,"[""506"", ""303"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1139,506,"[""506"", ""202"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1138,506,"[""506"", ""202"", ""303""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1140,202,"[""202"", ""506"", ""606""]",GAL
41113.016.2009.1.1,2009,Grüne,41113,1144,506,"[""506"", ""411"", ""303""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1145,506,"[""506"", ""303"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1146,706,"[""706"", ""503"", ""0""]",GAL
41113.016.2009.1.1,2009,Grüne,41113,1141,706,"[""706"", ""506"", ""503""]",GAL
41113.016.2009.1.1,2009,Grüne,41113,1143,506,"[""506"", ""303"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1142,706,"[""706"", ""506"", ""201""]",GAL
41113.016.2009.1.1,2009,Grüne,41113,1148,701,"[""701"", ""506"", ""0""]",LEFT
41113.016.2009.1.1,2009,Grüne,41113,1147,506,"[""506"", ""706"", ""503""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1150,506,"[""506"", ""0"", ""411""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1149,506,"[""506"", ""704"", ""504""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1152,303,"[""303"", ""401"", ""0""]",RIGHT
41113.016.2009.1.1,2009,Grüne,41113,1153,506,"[""506"", ""303"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1154,506,"[""506"", ""0"", ""408""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1151,506,"[""506"", ""503"", ""301""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1156,506,"[""506"", ""202"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1157,506,"[""506"", ""303"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1158,506,"[""506"", ""411"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1155,303,"[""303"", ""506"", ""301""]",RIGHT
41113.016.2009.1.1,2009,Grüne,41113,1159,506,"[""506"", ""411"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1160,506,"[""506"", ""501"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1161,506,"[""506"", ""501"", ""416""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1162,506,"[""506"", ""501"", ""416""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1165,506,"[""506"", ""501"", ""411""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1164,506,"[""506"", ""501"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1166,506,"[""506"", ""701"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1163,506,"[""506"", ""107"", ""501""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1167,506,"[""506"", ""0"", ""701""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1168,506,"[""506"", ""701"", ""0""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1169,506,"[""506"", ""0"", ""303""]",NEUTRAL
41113.016.2009.1.1,2009,Grüne,41113,1170,0,"[""0"", ""305"", ""202""]",NEUTRAL
